cc_alias	cc_id	language	lexeme	lexeme_id	status	comments 1	comments 2	comments 3
thin-B	321	German	dʏn	6656				
thin-B	321	Icelandic_ST	ˈθʏnːʏr	8417				
thin-B	321	Icelandic_ST	MJOR, GRANNR	26979				
thin-B	321	Irish_B	CAOLUIGHIM, TANUIGHIM	8810				
thin-B	321	Latin	tenuis	20535				
thin-B	321	Luxembourgish	dënn	24111				
thin-B	321	Norwegian	TYNN	13312				
thin-B	321	Old_English	þynne	21517				
thin-B	321	Old_High_German	dunni	28086				
thin-B	321	Old_Irish	tanae	28322				
thin-B	321	Old_Norse	Þunnr	21806				
thin-B	321	Schwyzerdutsch	dünn	29176				
thin-B	321	Scots_Gaelic	tana	23884				
thin-B	321	Swedish	tɵn	16272				
thin-B	321	Walloon	TENE, HATE, MWINDE	18010				
thin-B	321	Welsh_N	TENAU	18601				
thin-E	945	Portuguese_ST	DELGADO	12914				
thin-E	945	Spanish	del'ɣaðo	16073				
thin-F	1406	French	mɛ̃s	5871			SS	Abl. zu minutiare
thin-F	1406	Old_Norse	mjór	21807			SS	?
thin-F	1406	Provencal	MINCE, INCO	13114				
thin-I	1774	Friulian	sutîl	26693				
thin-I	1774	Italian	sot'tile	9008				
thin-I	1774	Rumanian_List	SUBTIRE	13511				
thin-K	3028	Breton_ST	mwã:n	3111				
thin-K	3028	Cornish	moen	19861				
thin-M	3023	Latin	macer	20536	EXCLUDE			
thin-P	3180	Ladin	STIGL	9588				
thin-P	3180	Romansh	satigl	26539			SS	?; ob Abl. zu thin-I?
thin-Q	3027	Friulian	fin	26334				
thin-Q	3027	Portuguese_ST	ˈfinu	26811				
thin-Q	3027	Romansh	fin	26692				
thin-Q	3027	Sardinian_C	FINI	14102				
think-B	322	Afrikaans	DINK	366				
think-B	322	Danish	ˈd̥ʰεŋ g̥ʰə	4879				
think-B	322	Dutch_List	'dɛŋkə(n)	5079				
think-B	322	English	θɪŋk	5278				
think-B	322	Flemish	DENKEN	5672				
think-B	322	Frisian	'tɪŋkə	6458				
think-B	322	German	'dɛŋkn̩	6657				
think-B	322	Luxembourgish	denken	24183				
think-B	322	Norwegian	TENKE	13313				
think-B	322	Old_English	(ge)þencþ	21518				
think-B	322	Old_High_German	denkit	28087				
think-B	322	Schwyzerdutsch	dänke	29175				
think-B	322	Swedish	'tɛŋka	16273				
think-D	946	Catalan	pən'sa, pen'saɾ	27001				
think-D	946	Catalan	DONAR PIENSO	4091				
think-D	946	French	pɑ̃se	5872				
think-D	946	Friulian	pensâ	26335				
think-D	946	Italian	pen'sare	9009				
think-D	946	Ladin	S'IMPISSER, PENSER	9589				
think-D	946	Portuguese_ST	pẽˈsaɾ	12915				
think-D	946	Provencal	PENSA, CUJA	13115				
think-D	946	Romansh	pensar	26540				
think-D	946	Sardinian_C	PENSAI	14103				
think-D	946	Sardinian_N	PESSARE	14501				
think-D	946	Spanish	pen'saɾ	16074				
think-D	946	Walloon	PINSER	18011				
think-G	1385	Faroese	HUGSA	5475				
think-G	1385	Gothic	hugjiþ	20108				
think-G	1385	Icelandic_ST	HUGSA	8418				
think-G	1385	Old_English	hygþ	21519				
think-G	1385	Old_Norse	hyggja	21809				
think-J	1754	Breton_ST	'mɛjzã	25992				
think-J	1754	Irish_B	MEASAIM, SMUAINIM, SAOILIM, CUIMHNIGHIM	8811				
think-J	1754	Old_Irish	smúainid	28325				
think-J	1754	Scots_Gaelic	smaoinich	23958				
think-K	2172	Welsh_N	ˈmɛðʊl	18602				
think-U	3038	Breton_ST	'sɔ̃:ʒal	3112	LOAN	French		
think-U	3038	Walloon	SONDJI	25991				
think-V	3039	Cornish	prederi	19863				
this-B	323	Afrikaans	DIE, DIT, NIERDIE	367			SS	Ratio von this-XXX? S. auch that-B
this-B	323	Breton_ST	ãn...-mã	3113				
this-B	323	Catalan	ə’kɛt	4092				
this-B	323	Cornish	hebma	19866				
this-B	323	Cornish	ma	19865				
this-B	323	Danish	ˈd̥εnə, ˈd̥εd̥ə	4880				
this-B	323	Dutch_List	'dezə, dɪt	5080				
this-B	323	English	ðɪs	5279				
this-B	323	Faroese	HETTA	5476				
this-B	323	Flemish	DIT, DEZE	5673				
this-B	323	French	səsi	5873				
this-B	323	Frisian	di, dɪt	6459				
this-B	323	Friulian	chei	31668				
this-B	323	German	di:s	6658				
this-B	323	Gothic	sa	20110				
this-B	323	Icelandic_ST	ˈθɛsːɪ	8419				
this-B	323	Irish_B	ənˠ...ʃɔ	8812				
this-B	323	Italian	'kwesto	9010			SS	← eccu(m) iste
this-B	323	Ladin	QUAIST, QUIST	9590				
this-B	323	Luxembourgish	dëst	24082				
this-B	323	Norwegian	denne, dette	13314				
this-B	323	Old_English	þēs	21520				
this-B	323	Old_High_German	dese	28088				
this-B	323	Old_Irish	so / sa	28326				
this-B	323	Old_Norse	Þessi	21811				
this-B	323	Old_Norse	sjá	21810				
this-B	323	Portuguese_ST	ˈiʃtu	12916				
this-B	323	Provencal	CO, ACO	13116				
this-B	323	Romansh	quei	26541				
this-B	323	Rumanian_List	aˈʧesta	13513				
this-B	323	Sardinian_C	KUSTU	14104				
this-B	323	Sardinian_N	KUSTU	14502				
this-B	323	Schwyzerdutsch	dä/die/das	29177				
this-B	323	Scots_Gaelic	an, ən...ʃɔ	23843				
this-B	323	Spanish	'este	16075				
this-B	323	Swedish	dɛn, dɛ	16274				
this-B	323	Walloon	COUCHAL	18012				
this-B	323	Welsh_N	HWN (MASC.), HON (FEM.), HYN (PL)	18603				
this-F	2434	Latin	hoc	20538				
this-F	2434	Latin	hik	20539				
this-G	2435	Catalan	ə’kɛt	4092				
this-G	2435	French	səsi	5873				
this-G	2435	Friulian	chei	31668				
this-G	2435	Italian	'kwesto	9010				
this-G	2435	Ladin	QUAIST, QUIST	9590				
this-G	2435	Portuguese_ST	ˈiʃtu	12916				
this-G	2435	Provencal	CO, ACO	13116				
this-G	2435	Romansh	quei	26541				
this-G	2435	Rumanian_List	aˈʧesta	13513				
this-G	2435	Sardinian_C	KUSTU	14104				
this-G	2435	Sardinian_N	KUSTU	14502				
this-G	2435	Spanish	'este	16075				
this-H	2437	Catalan	ə’kɛt	4092				
this-H	2437	French	səsi	5873				
this-H	2437	Friulian	chei	31668				
this-H	2437	Italian	'kwesto	9010				
this-H	2437	Ladin	QUAIST, QUIST	9590				
this-H	2437	Portuguese_ST	ˈiʃtu	12916				
this-H	2437	Provencal	CO, ACO	13116				
this-H	2437	Romansh	quei	26541				
this-H	2437	Rumanian_List	aˈʧesta	13513				
this-H	2437	Sardinian_C	KUSTU	14104				
this-H	2437	Sardinian_N	KUSTU	14502				
this-H	2437	Spanish	'este	16075				
thou-A	145	Breton_ST	te:	3114				
thou-A	145	Catalan	tu	4093				
thou-A	145	Cornish	tʃi	19867				
thou-A	145	Cornish	ty	19868				
thou-A	145	Danish	du	4881				
thou-A	145	English	ðaʊ	5280				
thou-A	145	Faroese	tʉu	5477				
thou-A	145	French	ty	5874				
thou-A	145	Frisian	du	6460				
thou-A	145	Friulian	tu	26337				
thou-A	145	German	du:	6659				
thou-A	145	Gothic	þū	20111				
thou-A	145	Icelandic_ST	θu:	8420				
thou-A	145	Irish_B	t̪ˠuː	8813				
thou-A	145	Italian	tu	9011				
thou-A	145	Ladin	TU	9591				
thou-A	145	Latin	tuː	20540				
thou-A	145	Luxembourgish	du	24077				
thou-A	145	Norwegian	DU	13315				
thou-A	145	Old_English	þū	21521				
thou-A	145	Old_High_German	dih	28090				
thou-A	145	Old_High_German	dū	28089				
thou-A	145	Old_Irish	tú	28327				
thou-A	145	Old_Norse	Þú	21812				
thou-A	145	Portuguese_ST	tu	12917				
thou-A	145	Provencal	TU, TE	13117				
thou-A	145	Romansh	ti	26542				
thou-A	145	Rumanian_List	tu	13514				
thou-A	145	Sardinian_C	TUI	14105				
thou-A	145	Sardinian_N	TUE	14503				
thou-A	145	Schwyzerdutsch	du	29178				
thou-A	145	Scots_Gaelic	hu, u	23838				
thou-A	145	Spanish	tu	16076				
thou-A	145	Swedish	dʉ	16275				
thou-A	145	Walloon	TI	18013				
thou-A	145	Welsh_N	TI	18604				
thou-B	324	Afrikaans	U	368			SS	thou-B← Plural?
thou-B	324	Afrikaans	JY	24984				
thou-B	324	Dutch_List	ɣɛi	5081				
thou-B	324	Dutch_List	jə	24985				
thou-B	324	Flemish	GY	24983				
thou-B	324	Flemish	U	5674				
three-A	146	Afrikaans	DRIE	369				
three-A	146	Breton_ST	tri:	3115				
three-A	146	Catalan	trɛs	4094				
three-A	146	Cornish	trəj	19869				
three-A	146	Danish	d̥ʰʁε	4882				
three-A	146	Dutch_List	dri	5082				
three-A	146	English	θri:	5281				
three-A	146	Faroese	trʊdʒɪr	5478				
three-A	146	Flemish	DRIE	5675				
three-A	146	French	tʀwa	5875				
three-A	146	Frisian	'trɛi̯ə	6461				
three-A	146	Friulian	trê	26338				
three-A	146	German	dra‿i	6660				
three-A	146	Gothic	þreis	20112				
three-A	146	Icelandic_ST	THRIR	8421				
three-A	146	Irish_B	tʲɾʲiː	8814				
three-A	146	Italian	tre	9012				
three-A	146	Ladin	TRAIS	9592				
three-A	146	Latin	treːs	20541				
three-A	146	Luxembourgish	dräi	24100				
three-A	146	Norwegian	TRE	13316				
three-A	146	Old_English	þrīe	21522				
three-A	146	Old_High_German	drī	28091				
three-A	146	Old_Irish	trí	28329				
three-A	146	Old_Norse	Þrír	21813				
three-A	146	Portuguese_ST	tɾeʃ	12918				
three-A	146	Provencal	tres	13118				
three-A	146	Romansh	trais	26543				
three-A	146	Rumanian_List	trej	13515				
three-A	146	Sardinian_C	TRESI	14106				
three-A	146	Sardinian_N	TRES	14504				
three-A	146	Schwyzerdutsch	drüü	29179				
three-A	146	Scots_Gaelic	trì	23867				
three-A	146	Spanish	tɾes	16077				
three-A	146	Swedish	treː	16276				
three-A	146	Walloon	TREUS	18014				
three-A	146	Welsh_N	TRI	18605				
throw-B	325	Dutch_List	'wɛrpə(n)	5083				
throw-B	325	Flemish	WERPEN	5676				
throw-B	325	Frisian	'vɛrpə	25996				
throw-B	325	German	'vɛrfn̩	6661				
throw-B	325	Gothic	waírpiþ	20113				
throw-B	325	Old_English	wierpþ	21523				
throw-B	325	Old_High_German	wirfit	28092				
throw-B	325	Old_Norse	verpr	21814				
throw-E	3053	Irish_B	TEILGIM	8815				
throw-E	3053	Scots_Gaelic	ˈtʃi.lɪk	23990				
throw-F	1073	Breton_ST	'tø:lɛr	3116				
throw-F	1073	Cornish	tewlel	19870				
throw-F	1073	Welsh_N	TAFLU	18606				
throw-I	1331	Danish	g̥ʰasd̥ʰə	4883				
throw-I	1331	Faroese	KASTA	5479				
throw-I	1331	Icelandic_ST	KASTA	8422				
throw-I	1331	Norwegian	KASTE	13317				
throw-I	1331	Old_Norse	kasta	21815				
throw-I	1331	Swedish	'kasta	16277				
throw-J	1407	French	ʒəte	5876				
throw-J	1407	Italian	dʒet'tare	9013				
throw-J	1407	Latin	ˈjakere	20542			SS	<> iactare > *iectare
throw-J	1407	Provencal	JITA	13119				
throw-J	1407	Sardinian_C	GETTAI	14107				
throw-J	1407	Sardinian_N	GETTARE	14505				
throw-J	1407	Spanish	ECHAR	16078				
throw-J	1407	Walloon	DJETER, HINER	18015				
throw-O	3040	Afrikaans	GOOI, SMYT	370				
throw-O	3040	Dutch_List	'smɛitə(n)	25994				
throw-O	3040	Luxembourgish	schméissen	24215				
throw-O	3040	Schwyzerdutsch	wärfe	29180			SS	?, eher zu throw-B
throw-S	3046	English	θrəʊ	5282				
throw-S	3046	Frisian	'dro.əi̯ə	6462				
throw-U	3048	Swedish	'slɛŋa	25998				
throw-V	3049	Catalan	LLANSAR	4095				
throw-V	3049	Friulian	lançâ	26694				
throw-V	3049	Portuguese_ST	lɐ̃ˈsaɾ	12919				
throw-V	3049	Rumanian_List	LANSA	13516				
throw-W	3050	Catalan	ti'ɾa	26002				
throw-W	3050	Portuguese_ST	ɐtiˈɾaɾ	26006				
throw-W	3050	Provencal	TRAIRE, BANDI	26011				
throw-W	3050	Spanish	ti'ɾaɾ	27243				
throw-X	3051	Rumanian_List	a arunca	26009				
throw-Y	3052	Friulian	butâ	26339				
throw-Y	3052	Ladin	BUTTER, PATTER	9593				
throw-Y	3052	Portuguese_ST	BOTAR	26007				
throw-Y	3052	Romansh	bittar	26544				
throw-Z	3054	Cornish	redeuly	19872				
throw-Z	3054	Cornish	doulla	19871				
tie-B	326	Afrikaans	VASMAAK, BIND(E), AANBIND(E)	371				
tie-B	326	Danish	ˈb̥enə	4884				
tie-B	326	Dutch_List	'bɪndə(n)	5084				
tie-B	326	Faroese	BINDA	5480				
tie-B	326	Flemish	BINDEN	5677				
tie-B	326	German	'bɪndn̩	6662				
tie-B	326	Gothic	bindiþ	20114				
tie-B	326	Icelandic_ST	ˈpɪnta	8423				
tie-B	326	Luxembourgish	bannen	24216				
tie-B	326	Norwegian	BINDE	13318				
tie-B	326	Old_English	bint	21524				
tie-B	326	Old_High_German	bintit	28093				
tie-B	326	Old_Norse	binda	21816				
tie-B	326	Schwyzerdutsch	binge	29181				
tie-B	326	Swedish	'binda	16278				
tie-C	500	Catalan	ʎi'ɣa	27101				
tie-C	500	Catalan	JUNTAR	27100	WRONG		SS	zu lat. iungere → eigen Subgruppe mit giungere, joindre etc.
tie-C	500	French	lje	5877				
tie-C	500	Friulian	leâ	26340				
tie-C	500	Italian	le'gare	9014				
tie-C	500	Ladin	LIER	9594				
tie-C	500	Latin	ligāre	20543				
tie-C	500	Portuguese_ST	LIGAR	26017				
tie-C	500	Provencal	LIA, LIGA	13120				
tie-C	500	Romansh	liar	26545				
tie-C	500	Rumanian_List	a lega	13517				
tie-C	500	Sardinian_N	LIGARE	14506				
tie-C	500	Walloon	LOYI	18016				
tie-E	1099	Breton_ST	'skulmã	3117				
tie-E	1099	Cornish	kelmi	19873				
tie-E	1099	Welsh_N	CLYMU	18607				
tie-H	1361	English	taɪ	5283				
tie-H	1361	Old_English	tīgþ	21525				
tie-K	1755	Irish_B	DO CHEANGAL	8816				
tie-K	1755	Old_Irish	cenglaid	28335				
tie-K	1755	Scots_Gaelic	ceangail	23991				
tie-O	3058	Dutch_List	'knopə(n)	26015				
tie-Q	3060	Portuguese_ST	ɐˈtaɾ	12920				
tie-Q	3060	Spanish	a'taɾ	16079				
tongue-W	327	Afrikaans	TONG	372			SS	tongue-W → Subgruppen d° :: l° ?
tongue-W	327	Breton_ST	tɛwt	3118				
tongue-W	327	Catalan	'ʎɛŋɡwə, 'ʎeŋɡwa	4097				
tongue-W	327	Cornish	taves	19874				
tongue-W	327	Danish	d̥ʰɔŋə	4885				
tongue-W	327	Dutch_List	tɔŋ	5085				
tongue-W	327	English	tʌŋ	5284				
tongue-W	327	Faroese	ˈtʊŋɡa	5481				
tongue-W	327	Flemish	TONG	5678				
tongue-W	327	French	lɑ̃g	5878				
tongue-W	327	Frisian	'toŋə	6464				
tongue-W	327	Friulian	lenghe	26341				
tongue-W	327	German	't͜sʊŋə	6663				
tongue-W	327	Gothic	tuggō	20115				
tongue-W	327	Icelandic_ST	ˈtʰuŋka	8424				
tongue-W	327	Irish_B	TEANGA, -AN, -ANNA	8817				
tongue-W	327	Italian	'lingwa	9015				
tongue-W	327	Ladin	LAUNGIA	9595				
tongue-W	327	Latin	ˈliŋ.ɡwa	20544				
tongue-W	327	Luxembourgish	Zong	24156				
tongue-W	327	Norwegian	TUNGE	13319				
tongue-W	327	Old_English	tunge	21526				
tongue-W	327	Old_High_German	zunga	28094				
tongue-W	327	Old_Irish	tengae	28336				
tongue-W	327	Old_Norse	tunga	21817				
tongue-W	327	Portuguese_ST	ˈlĩguɐ	12921				
tongue-W	327	Provencal	ˈleŋɡo	13121				
tongue-W	327	Romansh	lieunga	26546				
tongue-W	327	Rumanian_List	ˈlimbə	13518				
tongue-W	327	Sardinian_C	LINGUA	14109				
tongue-W	327	Sardinian_N	LIMBA	14507				
tongue-W	327	Schwyzerdutsch	zunge	29182				
tongue-W	327	Scots_Gaelic	teanga	23931				
tongue-W	327	Spanish	'leŋɡwa	16080				
tongue-W	327	Swedish	ˈtɵŋa	16279				
tongue-W	327	Walloon	LINWE	18017				
tongue-W	327	Welsh_N	TAFOD	18608				
tooth-B	328	Afrikaans	TAND	373				
tooth-B	328	Breton_ST	dãnt	3119				
tooth-B	328	Catalan	den, dent	4098				
tooth-B	328	Cornish	danz	19875				
tooth-B	328	Danish	d̥ʰan	4886				
tooth-B	328	Dutch_List	tɑnt	5086				
tooth-B	328	English	tu:θ	5285				
tooth-B	328	Faroese	tɔnː	5482				
tooth-B	328	Flemish	TAND	5679				
tooth-B	328	French	dɑ̃	5879				
tooth-B	328	Frisian	tosk	6465				
tooth-B	328	Friulian	dint	26342				
tooth-B	328	German	t͜sa:n	6664				
tooth-B	328	Gothic	tunþus	20116				
tooth-B	328	Icelandic_ST	tʰœnː	8425				
tooth-B	328	Italian	'dɛnte	9016				
tooth-B	328	Ladin	DAINT	9596				
tooth-B	328	Latin	deːns	20545				
tooth-B	328	Luxembourgish	Zant	24155				
tooth-B	328	Norwegian	TANN	13320				
tooth-B	328	Old_English	tōþ	21527				
tooth-B	328	Old_High_German	zan	28095				
tooth-B	328	Old_Irish	dét	28337				
tooth-B	328	Old_Norse	to̜nn	21818				
tooth-B	328	Portuguese_ST	ˈdẽtɨ	12922				
tooth-B	328	Provencal	DENT	13122				
tooth-B	328	Romansh	dent	26547				
tooth-B	328	Rumanian_List	'dinte	13519				
tooth-B	328	Sardinian_C	DENTI	14110				
tooth-B	328	Sardinian_N	DENTE	14508				
tooth-B	328	Schwyzerdutsch	zang	29183				
tooth-B	328	Spanish	'djente	16081				
tooth-B	328	Swedish	tand	16280				
tooth-B	328	Walloon	DINT	18018				
tooth-B	328	Welsh_N	DANT	18609				
tooth-D	1756	Irish_B	ˈfʲiəkəlʲ	8818				
tooth-D	1756	Scots_Gaelic	ˈfʲiəkəlʲ	26942				
tree-B	329	Afrikaans	BOOM	374				
tree-B	329	Dutch_List	bom	5087				
tree-B	329	Flemish	BOOM	5680				
tree-B	329	Frisian	bɪəm	6466				
tree-B	329	German	ba‿um	6665				
tree-B	329	Gothic	bagms	20117				
tree-B	329	Luxembourgish	Bam	24128				
tree-B	329	Old_High_German	boum	28096				
tree-B	329	Schwyzerdutsch	boum	29184				
tree-C	503	Danish	d̥ʰʁɛ	4887				
tree-C	503	English	tri:	5286				
tree-C	503	Faroese	trɛa	5483				
tree-C	503	Icelandic_ST	tʰrjɛː	8426				
tree-C	503	Irish_B	dair	23677	EXCLUDE			
tree-C	503	Norwegian	TRE	13321				
tree-C	503	Old_English	trēow	21528				
tree-C	503	Old_Norse	tré	21819				
tree-C	503	Swedish	trɛ:d	16281				
tree-C	503	Welsh_N	derwen	23676	EXCLUDE			
tree-F	948	Catalan	'aßɾə	4099				
tree-F	948	French	aʀbʀ	5880				
tree-F	948	Friulian	arbul	26343				
tree-F	948	Italian	'albero	9017			SS	vielleicht mit albarus ‹Weisspappel› kontaminiert
tree-F	948	Latin	ˈar.bor	20546				
tree-F	948	Portuguese_ST	ˈaɾvuɾɨ	12923				
tree-F	948	Provencal	AUBRE	13123				
tree-F	948	Romansh	alber	31632				
tree-F	948	Rumanian_List	'arbore	13520				
tree-F	948	Spanish	'aɾβol	16082				
tree-F	948	Walloon	ABE	18019				
tree-G	1074	Breton_ST	gwe:s	3120				
tree-G	1074	Cornish	gweðən	19876				
tree-L	1757	Irish_B	CRANN	8819				
tree-L	1757	Old_Irish	crann	28338				
tree-L	1757	Scots_Gaelic	craobh	23903				
tree-L	1757	Welsh_N	pren	30260				
tree-Q	2366	Welsh_N	COEDEN	18610				
tree-W	4027	Friulian	plante	31670				
tree-W	4027	Romansh	plonta	26548				
tree-X	4028	Friulian	bosc	31671	LOAN	Germanic		
tree-X	4028	Romansh	bösch	31631	LOAN	Germanic	SS	< fränk. busk ‹Wald›, frz. bois, ital. bosco etc.
turn-A	3063	Catalan	ʒi'ɾa	4100				
turn-A	3063	Friulian	zirâ	26344				
turn-A	3063	Italian	dʒi'rare	9018				
turn-A	3063	Ladin	GIRER	9598				
turn-A	3063	Portuguese_ST	ʒiˈɾaɾ	26812				
turn-A	3063	Spanish	xi'ɾaɾ	27241				
turn-B	330	Afrikaans	OMDRAAI, DRAAI, KEER	375				
turn-B	330	Flemish	DRAAIJEN	5681				
turn-B	330	Frisian	'dra:i̯ə	6467				
turn-B	330	Luxembourgish	dréinen	24205				
turn-B	330	Schwyzerdutsch	trääie	29185				
turn-F	949	Portuguese_ST	viˈɾaɾ	12924				
turn-F	949	Provencal	VIRA, VIROUIA	13124				
turn-F	949	Rumanian_List	A COTI	26898	WRONG		SS	?
turn-F	949	Rumanian_List	A VIRA	13521				
turn-F	949	Sardinian_C	FURRIAI	14112	WRONG		SS	wie das?
turn-G	1100	Breton_ST	trɛĩ	3121				
turn-G	1100	Scots_Gaelic	tionndaidh	23980				
turn-G	1100	Welsh_N	TROI	18611				
turn-H	1186	Ladin	VERDSCHER	26020				
turn-H	1186	Latin	vertere	20547				
turn-H	1186	Romansh	volver	26549				
turn-H	1186	Spanish	VOLVER	16083				
turn-I	1273	English	tɜ:n	5287	LOAN	French		
turn-I	1273	French	tuʀne	5881				
turn-I	1273	Sardinian_N	ORTARE	14510	WRONG		SS	kaum!
turn-I	1273	Walloon	TOURNER	18020				
turn-J	1301	Old_High_German	kērit	28098				
turn-K	1332	Faroese	ˈsnɪɡva	5484				
turn-K	1332	Icelandic_ST	SNUA(SK)	8427				
turn-K	1332	Norwegian	SNU	13322				
turn-K	1332	Old_Norse	snúa(sk)	21821				
turn-U	3068	Danish	ˈvεnə sɑj	4888				
turn-U	3068	Dutch_List	'wɛndə(n)	5088				
turn-U	3068	German	'vɛndn̩	6666				
turn-U	3068	Gothic	wandeiþ	20118				
turn-U	3068	Old_English	went	21529				
turn-U	3068	Old_High_German	wentit	28097				
turn-U	3068	Swedish	'vɛ:nda	16282				
two-A	153	Afrikaans	TWEE	376				
two-A	153	Breton_ST	dɔw	3122				
two-A	153	Catalan	dos	4101				
two-A	153	Cornish	dew	19879				
two-A	153	Danish	d̥ʰo	4889				
two-A	153	Dutch_List	twe	5089				
two-A	153	English	tu:	5288				
two-A	153	Faroese	TVEIR	5485				
two-A	153	Flemish	TWEE	5682				
two-A	153	French	dø	5882				
two-A	153	Frisian	tva:	6468				
two-A	153	Friulian	doi (m), dôs (f)	26345				
two-A	153	German	t͜sva‿i	6667				
two-A	153	Gothic	twai	20119				
two-A	153	Icelandic_ST	TVEIR	8428				
two-A	153	Irish_B	d̪ˠoː	8821				
two-A	153	Italian	'due	9019				
two-A	153	Ladin	DUOS	9599				
two-A	153	Latin	ˈdu.o	20548				
two-A	153	Luxembourgish	zwee	24099				
two-A	153	Norwegian	TO	13323				
two-A	153	Old_English	twēgen	21530				
two-A	153	Old_High_German	zwēne	28099				
two-A	153	Old_Irish	dá	28340				
two-A	153	Old_Norse	tveir	21822				
two-A	153	Portuguese_ST	doiʃ	12925				
two-A	153	Provencal	DOUS, DOS	13125				
two-A	153	Romansh	dus	26550				
two-A	153	Rumanian_List	doj	13522				
two-A	153	Sardinian_C	DUSU	14113				
two-A	153	Sardinian_N	DUOS	14511				
two-A	153	Schwyzerdutsch	zwöi	29186				
two-A	153	Scots_Gaelic	dà	23866				
two-A	153	Scots_Gaelic	dà	23865				
two-A	153	Spanish	dos	16084				
two-A	153	Swedish	tvo:	16283				
two-A	153	Walloon	DEUS	18021				
two-A	153	Welsh_N	DAU	18612				
vomit-B	331	Afrikaans	BRAAK	377				
vomit-B	331	Dutch_List	'brakə(n)	5090				
vomit-B	331	Flemish	BRAKEN	5683				
vomit-B	331	German	'a‿usbrɛçn̩	6668			SS	hä?
vomit-E	840	Afrikaans	VOMEER, VERMEER	28989				
vomit-E	840	Catalan	'bumi'ta	27102				
vomit-E	840	English	'vɑmɪt	5289	LOAN	French		
vomit-E	840	French	vɔmiʀ	5883				
vomit-E	840	Friulian	gomitâ	26346				
vomit-E	840	Italian	vomi'tare	9020				
vomit-E	840	Ladin	VOMITER	9600				
vomit-E	840	Latin	vomere	20549			SS	und vomitare neben *vomicare
vomit-E	840	Portuguese_ST	vumiˈtaɾ	12926				
vomit-E	840	Provencal	BOUMI	13126				
vomit-E	840	Rumanian_List	a vomita	13523				
vomit-E	840	Sardinian_C	VOMITAI	14114				
vomit-E	840	Sardinian_N	BOMBERE	14512				
vomit-E	840	Spanish	bomi'taɾ	16085				
vomit-E	840	Walloon	VOMI	18022				
vomit-F	1075	Breton_ST	DIC'HWEDIN	26035				
vomit-F	1075	Cornish	hwyja	19880				
vomit-F	1075	Old_Irish	sceïd	28341				
vomit-F	1075	Scots_Gaelic	sgeith	23950				
vomit-F	1075	Welsh_N	TAFLUIFYNY, CHWYDU	18613				
vomit-I	1333	Danish	ˈg̥ʰasd̥ʰə ʌb̥ʰ	4890				
vomit-I	1333	Icelandic_ST	KASTA UPP	8429				
vomit-I	1333	Norwegian	KASTE OPP	13324				
vomit-I	1333	Swedish	KASTA (FA) UPP	26031				
vomit-R	3074	Faroese	SPYGGJA	5486				
vomit-R	3074	Frisian	'spɔ.i̯ə	6469				
vomit-R	3074	Gothic	(ga)speivan	20120				
vomit-R	3074	Old_English	spīw̄þ	21531				
vomit-R	3074	Old_High_German	spīwit	28100				
vomit-R	3074	Old_Norse	spýja	21823				
vomit-R	3074	Swedish	spy:	26033				
vomit-S	3075	Catalan	TRAURER, GITAR	4102			SS	?; -iactare
vomit-S	3075	Provencal	REGOULA	26034			SS	wohl zu frz. gueule < gula
vomit-T	3076	Breton_ST	diz'lɔ̃ŋkã	3123				
vomit-U	3821	Luxembourgish	katzen	24175	LOAN	German	SS	← frühnhd. koptzen zu frühnhd. koppen (lautmalerisch)
vomit-U	3821	Schwyzerdutsch	chotze	29187				
walk-A	332	Afrikaans	LOOP	378				
walk-A	332	Flemish	LOOPEN	5684				
walk-A	332	Frisian	LIPPEN	6470				
walk-A	332	Schwyzerdutsch	loufe	29188				
walk-D	950	Catalan	ə'na	4103			SS	walk-D inkonsistent: 1. andare etc.  < ambitare; 2. ambulare > frz. aller, 3. *passare etc.. 4. vadere fehlt ganz, 5. ebenso ire (ital. gire, siz. jimu ‹wir gehen›) etc.
walk-D	950	Friulian	passâ	31672	WRONG			
walk-D	950	Latin	ambulāre	20550				
walk-D	950	Portuguese_ST	ɐ̃ˈdaɾ	12927				
walk-D	950	Portuguese_ST	PASSEAR	24887	WRONG			
walk-D	950	Romansh	passar	31634	WRONG			
walk-D	950	Sardinian_C	PASSILLAI	14115	WRONG			
walk-D	950	Sardinian_N	ANNARE	14513				
walk-D	950	Spanish	PASEAR	16086	WRONG			
walk-E	1076	Breton_ST	'kɛrzɛt	3124				
walk-E	1076	Cornish	kerdhes	19881				
walk-E	1076	Welsh_N	CERDDED	18614				
walk-G	1334	Danish	g̥ɔ	4891				
walk-G	1334	Faroese	GANGA	5487				
walk-G	1334	German	'ge:ən	6669				
walk-G	1334	Gothic	gaggiþ	20122				
walk-G	1334	Icelandic_ST	ˈkauŋka	8430				
walk-G	1334	Luxembourgish	goen	24200				
walk-G	1334	Norwegian	GA	13325				
walk-G	1334	Old_English	gangeþ	21532				
walk-G	1334	Old_English	gæþ	21533				
walk-G	1334	Old_Norse	ganga	21824				
walk-G	1334	Swedish	go:	26985				
walk-G	1334	Swedish	GA  TILL FOTS	16285				
walk-H	1362	English	wɔ:k	5290				
walk-I	1408	French	maʀʃe	5884	LOAN	Germanic	SS	LOAN ←  germ. marka
walk-I	1408	Provencal	MARCHA	13127	LOAN	Germanic	SS	LOAN ←  germ. marka
walk-L	1759	Irish_B	ʃuːlʲ	8822				
